% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1, Fri Feb 20 08:26:43 2026, <python>{}</python>
1 32 0.14818492197916172 0 0 0.15911649629348198 0.12588269030196123 0.11901740880073433
2 64 0.13920619261046294 0 0 0.13314066118847995 0.10935989724850646 0.10153828016434502
3 96 0.11580949997031524 0 0 0.08984717545422584 0.09057572386315511 0.06924780813855239
4 128 0.10931863905540215 0 0 0.0818955204984378 0.06794937875874237 0.06731720386230637
5 160 0.1269514938872812 0 0 0.11497737729468518 0.07651563751442537 0.06490106707342494
6 192 0.13712093515428464 0 0 0.1349038663063648 0.10172174962650454 0.06774788946238382
7 224 0.1530383219543829 0 0 0.15366672120931044 0.11940563881645011 0.08439941640130502
8 256 0.16218693577257334 0 0 0.15472116536667657 0.1275705952525104 0.07822280898192888
9 288 0.1327362237892273 0 0 0.11204937177003645 0.07904447767281174 0.05066735934635469
10 320 0.12199233208212648 0 0 0.08694344542253495 0.06868429624800719 0.035789389698425184
11 352 0.10589503623915089 0 0 0.0756458439644719 0.05002074458116024 0.030354124928937423
12 384 0.09566111546174125 0 0 0.06140194817995251 0.04336419996073387 0.02978349242514052
13 416 0.093923205838414 0 0 0.06421341820260272 0.04889550209593145 0.029649749500165197
14 448 0.10837279239071158 0 0 0.10458907329821412 0.06168968050136891 0.035952704010040956
15 480 0.09816498605940192 0 0 0.08118427862363825 0.06299586243281967 0.028176219903629687
16 512 0.10291537393154071 0 0 0.08168539400226751 0.05555463349680348 0.03460588592174569
17 544 0.09030252497995778 0 0 0.06703804839729359 0.054298713949474754 0.027875036041096986
18 576 0.10404051250170772 0 0 0.09749546869384933 0.0710772487940322 0.03760131803629654
19 608 0.1142873692032965 0 0 0.10024741226940855 0.09308976512380363 0.037876581907988996
20 640 0.0978643376331812 0 0 0.07659428553895388 0.07290055189722704 0.027654287616858186
21 672 0.09194399292555636 0 0 0.059896458481574176 0.06303748509869636 0.01986041875920652
22 704 0.07729362823119629 0 0 0.04315950685371882 0.041212159410727624 0.015442717493889004
23 736 0.10291988440919808 0 0 0.05186616743118718 0.05289842793033588 0.024124672841977092
24 768 0.10257355910886301 0 0 0.043555858976128355 0.04320623483619556 0.024878821672577954
25 800 0.10486650561891624 0 0 0.03562795145335075 0.037310605663791886 0.024495717387875482
26 832 0.10716433412218622 0 0 0.031199262939849832 0.03268335142304018 0.02173247285802223
27 864 0.08875890759380979 0 0 0.02085514509827134 0.023105088657554028 0.016025433410440645
28 896 0.0882457634638433 0 0 0.018470149500999292 0.02204772031033324 0.01801933100441269
